Item1,Item1Name,Item2,Item2Name,PairCt,ItemCt,Prob,Incumbents,SalaryDiff,Salary1,Salary2,Salary1Min,Salary2Min,Hyperlink
2564,"SR INFO TECHNOLOGY CONSULTANT, CIO",2567,"CHIEF DEPUTY DIRECTOR, CIO (UC)",1,15,0.06667,1,2411.8,15497.1,17908.9,10238.7,11832.14,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2567' target = '_blank' >View Description</a>
2564,"SR INFO TECHNOLOGY CONSULTANT, CIO",2574,INFORMATION TECHNOLOGY MANAGER III,1,15,0.06667,17,0,15497.1,15497.1,10238.7,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2574' target = '_blank' >View Description</a>
2565,INFORMATION TECHNOLOGY MANAGER I,2571,INFORMATION TECHNOLOGY MANAGER II,7,14,0.5,61,1005.42,13409.96,14415.38,8859.76,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2571' target = '_blank' >View Description</a>
2565,INFORMATION TECHNOLOGY MANAGER I,2565,INFORMATION TECHNOLOGY MANAGER I,2,14,0.14286,86,0,13409.96,13409.96,8859.76,8859.76,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2565' target = '_blank' >View Description</a>
2565,INFORMATION TECHNOLOGY MANAGER I,2575,DEPARTMENTAL CHIEF INFORMATION OFFICER I,2,14,0.14286,7,2087.14,13409.96,15497.1,8859.76,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2575' target = '_blank' >View Description</a>
2565,INFORMATION TECHNOLOGY MANAGER I,1101,"DEPY EXECUTIVE OFFICER, BOARD OF SUPVRS (UC)",1,14,0.07143,5,1005.44,13409.96,14415.4,8859.76,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1101' target = '_blank' >View Description</a>
2565,INFORMATION TECHNOLOGY MANAGER I,2579,DEPARTMENTAL CHIEF INFORMATION OFFICER I (UC),1,14,0.07143,3,2087.14,13409.96,15497.1,8859.76,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2579' target = '_blank' >View Description</a>
2565,INFORMATION TECHNOLOGY MANAGER I,4608,"CHF,REVENUE MGMT,HEALTH SERVICES",1,14,0.07143,6,1005.42,13409.96,14415.38,8859.76,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4608' target = '_blank' >View Description</a>
2567,"CHIEF DEPUTY DIRECTOR, CIO (UC)",2567,"CHIEF DEPUTY DIRECTOR, CIO (UC)",1,1,1,1,0,17908.9,17908.9,11832.14,11832.14,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2567' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2578,"SECTION MANAGER, INFORMATION TECHNOLOGY, ISD",15,39,0.38462,31,0,12330.46,12330.46,9402,9402,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2578' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2553,"SECTION MANAGER, INFO. TECH., SYSTEMS PROG., ISD",11,39,0.28205,13,1046.1,12330.46,13376.56,9402,10199,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2553' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2572,"SENIOR INFORMATION TECHNOLOGY SPECIALIST, ISD",4,39,0.10256,11,1792.64,12330.46,14123.1,9402,10767.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2572' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2,39,0.05128,89,0,12330.46,12330.46,9402,9402,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2568' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2571,INFORMATION TECHNOLOGY MANAGER II,2,39,0.05128,61,2084.92,12330.46,14415.38,9402,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2571' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",1082,"ADMINISTRATIVE MANAGER XIII,ISD",1,39,0.02564,43,3166.64,12330.46,15497.1,9402,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1082' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2563,"INFO TECHNOLOGY CONSULTANT, CIO",1,39,0.02564,4,1079.5,12330.46,13409.96,9402,8859.76,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2563' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2565,INFORMATION TECHNOLOGY MANAGER I,1,39,0.02564,86,1079.5,12330.46,13409.96,9402,8859.76,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2565' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2569,INFORMATION TECHNOLOGY SPECIALIST I,1,39,0.02564,59,0,12330.46,12330.46,9402,9402,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2569' target = '_blank' >View Description</a>
2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",2573,INFORMATION SYSTEMS MANAGER I,1,39,0.02564,5,0,12330.46,12330.46,9402,9402,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2573' target = '_blank' >View Description</a>
2569,INFORMATION TECHNOLOGY SPECIALIST I,2569,INFORMATION TECHNOLOGY SPECIALIST I,11,31,0.35484,59,0,12330.46,12330.46,9402,9402,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2569' target = '_blank' >View Description</a>
2569,INFORMATION TECHNOLOGY SPECIALIST I,2570,INFORMATION TECHNOLOGY SPECIALIST II,7,31,0.22581,14,1861.9,12330.46,14192.36,9402,10820.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2570' target = '_blank' >View Description</a>
2569,INFORMATION TECHNOLOGY SPECIALIST I,2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",4,31,0.12903,89,0,12330.46,12330.46,9402,9402,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2568' target = '_blank' >View Description</a>
2569,INFORMATION TECHNOLOGY SPECIALIST I,2571,INFORMATION TECHNOLOGY MANAGER II,4,31,0.12903,61,2084.92,12330.46,14415.38,9402,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2571' target = '_blank' >View Description</a>
2569,INFORMATION TECHNOLOGY SPECIALIST I,852,SPECIAL SERVICES ASSISTANT III,1,31,0.03226,11,2084.92,12330.46,14415.38,9402,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0852' target = '_blank' >View Description</a>
2569,INFORMATION TECHNOLOGY SPECIALIST I,2564,"SR INFO TECHNOLOGY CONSULTANT, CIO",1,31,0.03226,18,3166.64,12330.46,15497.1,9402,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2564' target = '_blank' >View Description</a>
2569,INFORMATION TECHNOLOGY SPECIALIST I,2575,DEPARTMENTAL CHIEF INFORMATION OFFICER I,1,31,0.03226,7,3166.64,12330.46,15497.1,9402,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2575' target = '_blank' >View Description</a>
2569,INFORMATION TECHNOLOGY SPECIALIST I,2611,DEPTL INFO SECURITY OFFICER I,1,31,0.03226,28,144,12330.46,12474.46,9402,8241.68,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2611' target = '_blank' >View Description</a>
2569,INFORMATION TECHNOLOGY SPECIALIST I,4418,GEOGRAPHIC INFORMATION SYSTEMS MANAGER Ii,1,31,0.03226,6,2084.92,12330.46,14415.38,9402,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4418' target = '_blank' >View Description</a>
2570,INFORMATION TECHNOLOGY SPECIALIST II,2570,INFORMATION TECHNOLOGY SPECIALIST II,3,9,0.33333,14,0,14192.36,14192.36,10820.64,10820.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2570' target = '_blank' >View Description</a>
2570,INFORMATION TECHNOLOGY SPECIALIST II,2574,INFORMATION TECHNOLOGY MANAGER III,2,9,0.22222,17,1304.74,14192.36,15497.1,10820.64,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2574' target = '_blank' >View Description</a>
2570,INFORMATION TECHNOLOGY SPECIALIST II,1028,"CHIEF, ADMINISTRATIVE OPERATIONS, PW",1,9,0.11111,8,1304.74,14192.36,15497.1,10820.64,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1028' target = '_blank' >View Description</a>
2570,INFORMATION TECHNOLOGY SPECIALIST II,1041,"ASSISTANT DEPUTY DIRECTOR, FINANCE, PW",1,9,0.11111,1,2466.98,14192.36,16659.34,10820.64,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1041' target = '_blank' >View Description</a>
2570,INFORMATION TECHNOLOGY SPECIALIST II,2576,DEPARTMENTAL CHIEF INFORMATION OFFICER II,1,9,0.11111,7,2466.98,14192.36,16659.34,10820.64,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2576' target = '_blank' >View Description</a>
2570,INFORMATION TECHNOLOGY SPECIALIST II,2610,"DIR, INFO SYSTEMS ADVISORY BODY (UC)",1,9,0.11111,1,2466.98,14192.36,16659.34,10820.64,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2610' target = '_blank' >View Description</a>
2571,INFORMATION TECHNOLOGY MANAGER II,2574,INFORMATION TECHNOLOGY MANAGER III,3,11,0.27273,17,1081.72,14415.38,15497.1,9524.04,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2574' target = '_blank' >View Description</a>
2571,INFORMATION TECHNOLOGY MANAGER II,2571,INFORMATION TECHNOLOGY MANAGER II,2,11,0.18182,61,0,14415.38,14415.38,9524.04,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2571' target = '_blank' >View Description</a>
2571,INFORMATION TECHNOLOGY MANAGER II,2579,DEPARTMENTAL CHIEF INFORMATION OFFICER I (UC),2,11,0.18182,3,1081.72,14415.38,15497.1,9524.04,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2579' target = '_blank' >View Description</a>
2571,INFORMATION TECHNOLOGY MANAGER II,1082,"ADMINISTRATIVE MANAGER XIII,ISD",1,11,0.09091,43,1081.72,14415.38,15497.1,9524.04,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1082' target = '_blank' >View Description</a>
2571,INFORMATION TECHNOLOGY MANAGER II,2564,"SR INFO TECHNOLOGY CONSULTANT, CIO",1,11,0.09091,18,1081.72,14415.38,15497.1,9524.04,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2564' target = '_blank' >View Description</a>
2571,INFORMATION TECHNOLOGY MANAGER II,2570,INFORMATION TECHNOLOGY SPECIALIST II,1,11,0.09091,14,-223.02,14415.38,14192.36,9524.04,10820.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2570' target = '_blank' >View Description</a>
2571,INFORMATION TECHNOLOGY MANAGER II,2612,DEPTL INFO SECURITY OFFICER II,1,11,0.09091,19,0,14415.38,14415.38,9524.04,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2612' target = '_blank' >View Description</a>
2572,"SENIOR INFORMATION TECHNOLOGY SPECIALIST, ISD",1082,"ADMINISTRATIVE MANAGER XIII,ISD",1,4,0.25,43,1374,14123.1,15497.1,10767.92,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1082' target = '_blank' >View Description</a>
2572,"SENIOR INFORMATION TECHNOLOGY SPECIALIST, ISD",1090,"ADMINISTRATIVE MANAGER XVI, ISD (UC)",1,4,0.25,5,5128.96,14123.1,19252.06,10767.92,12719.54,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1090' target = '_blank' >View Description</a>
2572,"SENIOR INFORMATION TECHNOLOGY SPECIALIST, ISD",2564,"SR INFO TECHNOLOGY CONSULTANT, CIO",1,4,0.25,18,1374,14123.1,15497.1,10767.92,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2564' target = '_blank' >View Description</a>
2572,"SENIOR INFORMATION TECHNOLOGY SPECIALIST, ISD",2572,"SENIOR INFORMATION TECHNOLOGY SPECIALIST, ISD",1,4,0.25,11,0,14123.1,14123.1,10767.92,10767.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2572' target = '_blank' >View Description</a>
2573,INFORMATION SYSTEMS MANAGER I,2571,INFORMATION TECHNOLOGY MANAGER II,9,34,0.26471,61,2084.92,12330.46,14415.38,9402,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2571' target = '_blank' >View Description</a>
2573,INFORMATION SYSTEMS MANAGER I,2573,INFORMATION SYSTEMS MANAGER I,8,34,0.23529,5,0,12330.46,12330.46,9402,9402,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2573' target = '_blank' >View Description</a>
2573,INFORMATION SYSTEMS MANAGER I,2569,INFORMATION TECHNOLOGY SPECIALIST I,4,34,0.11765,59,0,12330.46,12330.46,9402,9402,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2569' target = '_blank' >View Description</a>
2573,INFORMATION SYSTEMS MANAGER I,2570,INFORMATION TECHNOLOGY SPECIALIST II,4,34,0.11765,14,1861.9,12330.46,14192.36,9402,10820.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2570' target = '_blank' >View Description</a>
2573,INFORMATION SYSTEMS MANAGER I,2574,INFORMATION TECHNOLOGY MANAGER III,4,34,0.11765,17,3166.64,12330.46,15497.1,9402,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2574' target = '_blank' >View Description</a>
2573,INFORMATION SYSTEMS MANAGER I,1082,"ADMINISTRATIVE MANAGER XIII,ISD",1,34,0.02941,43,3166.64,12330.46,15497.1,9402,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1082' target = '_blank' >View Description</a>
2573,INFORMATION SYSTEMS MANAGER I,2579,DEPARTMENTAL CHIEF INFORMATION OFFICER I (UC),1,34,0.02941,3,3166.64,12330.46,15497.1,9402,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2579' target = '_blank' >View Description</a>
2573,INFORMATION SYSTEMS MANAGER I,2612,DEPTL INFO SECURITY OFFICER II,1,34,0.02941,19,2084.92,12330.46,14415.38,9402,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2612' target = '_blank' >View Description</a>
2573,INFORMATION SYSTEMS MANAGER I,2618,"CHIEF, INFORMATION SYSTEMS, FIRE",1,34,0.02941,NA,NA,12330.46,NA,9402,NA,No Job Description
2573,INFORMATION SYSTEMS MANAGER I,2624,"DATA ELEMENTS CRD,HLTH SRVS",1,34,0.02941,NA,2084.92,12330.46,14415.38,9402,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2624' target = '_blank' >View Description</a>
2574,INFORMATION TECHNOLOGY MANAGER III,2574,INFORMATION TECHNOLOGY MANAGER III,2,7,0.28571,17,0,15497.1,15497.1,10238.7,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2574' target = '_blank' >View Description</a>
2574,INFORMATION TECHNOLOGY MANAGER III,2576,DEPARTMENTAL CHIEF INFORMATION OFFICER II,2,7,0.28571,7,1162.24,15497.1,16659.34,10238.7,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2576' target = '_blank' >View Description</a>
2574,INFORMATION TECHNOLOGY MANAGER III,1041,"ASSISTANT DEPUTY DIRECTOR, FINANCE, PW",1,7,0.14286,1,1162.24,15497.1,16659.34,10238.7,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1041' target = '_blank' >View Description</a>
2574,INFORMATION TECHNOLOGY MANAGER III,2575,DEPARTMENTAL CHIEF INFORMATION OFFICER I,1,7,0.14286,7,0,15497.1,15497.1,10238.7,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2575' target = '_blank' >View Description</a>
2574,INFORMATION TECHNOLOGY MANAGER III,2581,DEPARTMENTAL CHIEF INFORMATION OFFICER II (UC),1,7,0.14286,NA,1162.24,15497.1,16659.34,10238.7,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2581' target = '_blank' >View Description</a>
2575,DEPARTMENTAL CHIEF INFORMATION OFFICER I,1123,ASST REGISTRAR-RECORDER/CO CLK (UC),1,1,1,4,1162.24,15497.1,16659.34,10238.7,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1123' target = '_blank' >View Description</a>
2576,DEPARTMENTAL CHIEF INFORMATION OFFICER II,1090,"ADMINISTRATIVE MANAGER XVI, ISD (UC)",1,2,0.5,5,2592.72,16659.34,19252.06,11006.58,12719.54,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1090' target = '_blank' >View Description</a>
2576,DEPARTMENTAL CHIEF INFORMATION OFFICER II,2576,DEPARTMENTAL CHIEF INFORMATION OFFICER II,1,2,0.5,7,0,16659.34,16659.34,11006.58,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2576' target = '_blank' >View Description</a>
2577,"SECTION MGR. IT, COMMUNICATION SYSTEMS, ISD",1082,"ADMINISTRATIVE MANAGER XIII,ISD",2,2,1,43,5197.36,10299.74,15497.1,7853.56,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1082' target = '_blank' >View Description</a>
2578,"SECTION MANAGER, INFORMATION TECHNOLOGY, ISD",1082,"ADMINISTRATIVE MANAGER XIII,ISD",8,20,0.4,43,3166.64,12330.46,15497.1,9402,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1082' target = '_blank' >View Description</a>
2578,"SECTION MANAGER, INFORMATION TECHNOLOGY, ISD",2568,"INFORMATION TECHNOLOGY SPECIALIST, ISD",7,20,0.35,89,0,12330.46,12330.46,9402,9402,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2568' target = '_blank' >View Description</a>
2578,"SECTION MANAGER, INFORMATION TECHNOLOGY, ISD",2553,"SECTION MANAGER, INFO. TECH., SYSTEMS PROG., ISD",2,20,0.1,13,1046.1,12330.46,13376.56,9402,10199,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2553' target = '_blank' >View Description</a>
2578,"SECTION MANAGER, INFORMATION TECHNOLOGY, ISD",2572,"SENIOR INFORMATION TECHNOLOGY SPECIALIST, ISD",1,20,0.05,11,1792.64,12330.46,14123.1,9402,10767.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2572' target = '_blank' >View Description</a>
2578,"SECTION MANAGER, INFORMATION TECHNOLOGY, ISD",2612,DEPTL INFO SECURITY OFFICER II,1,20,0.05,19,2084.92,12330.46,14415.38,9402,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2612' target = '_blank' >View Description</a>
2578,"SECTION MANAGER, INFORMATION TECHNOLOGY, ISD",4418,GEOGRAPHIC INFORMATION SYSTEMS MANAGER Ii,1,20,0.05,6,2084.92,12330.46,14415.38,9402,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4418' target = '_blank' >View Description</a>
2579,DEPARTMENTAL CHIEF INFORMATION OFFICER I (UC),1114,"ASSISTANT EXECUTIVE OFFICER, BD OF SUP (UC)",1,2,0.5,3,3754.96,15497.1,19252.06,10238.7,12719.54,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1114' target = '_blank' >View Description</a>
2579,DEPARTMENTAL CHIEF INFORMATION OFFICER I (UC),1918,"ASST DIRECTOR, HUMAN RESOURCES (UC)",1,2,0.5,3,5198.56,15497.1,20695.66,10238.7,13673.3,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1918' target = '_blank' >View Description</a>
2582,CHIEF INFORMATION SECURITY OFFICER (UC),2582,CHIEF INFORMATION SECURITY OFFICER (UC),1,1,1,NA,0,16659.34,16659.34,11006.58,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2582' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2545,IT TECHNICAL SUPPORT ANALYST I,24,89,0.26966,164,1684.54,4377.92,6062.46,3346.1,4622.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2545' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2585,SENIOR INFORMATION TECHNOLOGY AIDE,22,89,0.24719,43,774.44,4377.92,5152.36,3346.1,3929.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2585' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2590,INFORMATION SYSTEMS ANALYST I,11,89,0.1236,76,2755.36,4377.92,7133.28,3346.1,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2590' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2546,IT TECHNICAL SUPPORT ANALYST II,7,89,0.07865,120,2378.9,4377.92,6756.82,3346.1,5152.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2546' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2584,INFORMATION TECHNOLOGY AIDE,4,89,0.04494,63,0,4377.92,4377.92,3346.1,3346.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2584' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2547,SENIOR IT TECHNICAL SUPPORT ANALYST,3,89,0.03371,139,3153.36,4377.92,7531.28,3346.1,5742.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2547' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2591,INFORMATION SYSTEMS ANALYST II,3,89,0.03371,344,3284.26,4377.92,7662.18,3346.1,5842.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2591' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,907,STAFF ASSISTANT I,2,89,0.02247,168,232.9,4377.92,4610.82,3346.1,3521.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0907' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2521,APPLICATION DEVELOPER II,2,89,0.02247,108,3303.36,4377.92,7681.28,3346.1,6183.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2521' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2558,NETWORK SYSTEMS ADMINISTRATOR I,2,89,0.02247,21,2755.36,4377.92,7133.28,3346.1,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2558' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2588,INFORMATION SYSTEMS ANALYST AID,2,89,0.02247,21,1595.08,4377.92,5973,3346.1,4554,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2588' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,888,ADMINISTRATIVE ASSISTANT II,1,89,0.01124,199,1420.9,4377.92,5798.82,3346.1,4421.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0888' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2519,ASSISTANT APPLICATION DEVELOPER,1,89,0.01124,5,1595.08,4377.92,5973,3346.1,4808,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2519' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2525,SENIOR APPLICATION DEVELOPER,1,89,0.01124,214,4396.72,4377.92,8774.64,3346.1,6690.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2525' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2550,OPERATING SYSTEMS ANALYST,1,89,0.01124,16,3933.36,4377.92,8311.28,3346.1,6337.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2550' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2559,NETWORK SYSTEMS ADMINISTRATOR II,1,89,0.01124,91,3573.36,4377.92,7951.28,3346.1,6062.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2559' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,2593,SENIOR INFORMATION SYSTEMS ANALYST,1,89,0.01124,352,4955.08,4377.92,9333,3346.1,7115.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2593' target = '_blank' >View Description</a>
2584,INFORMATION TECHNOLOGY AIDE,4413,GEOGRAPHIC INFORMATION SYSTEMS ANALYST,1,89,0.01124,13,3303.36,4377.92,7681.28,3346.1,6183.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4413' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2590,INFORMATION SYSTEMS ANALYST I,36,139,0.25899,76,1980.92,5152.36,7133.28,3929.28,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2590' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2545,IT TECHNICAL SUPPORT ANALYST I,28,139,0.20144,164,910.1,5152.36,6062.46,3929.28,4622.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2545' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2585,SENIOR INFORMATION TECHNOLOGY AIDE,17,139,0.1223,43,0,5152.36,5152.36,3929.28,3929.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2585' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2591,INFORMATION SYSTEMS ANALYST II,14,139,0.10072,344,2509.82,5152.36,7662.18,3929.28,5842.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2591' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2546,IT TECHNICAL SUPPORT ANALYST II,12,139,0.08633,120,1604.46,5152.36,6756.82,3929.28,5152.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2546' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2588,INFORMATION SYSTEMS ANALYST AID,11,139,0.07914,21,820.64,5152.36,5973,3929.28,4554,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2588' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2558,NETWORK SYSTEMS ADMINISTRATOR I,5,139,0.03597,21,1980.92,5152.36,7133.28,3929.28,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2558' target = '_blank' >View Description</a>
